QUERY_HASH,JOIN_MODE,LEFT_TABLE_NAME,LEFT_COLUMN_NAME,LEFT_TABLE_ROW_COUNT,RIGHT_TABLE_NAME,RIGHT_COLUMN_NAME,RIGHT_TABLE_ROW_COUNT,OUTPUT_ROWS,PREDICATE_COUNT,PRIMARY_PREDICATE,RUNTIME_NS
8a500b8350e13fe5,Semi,catalog_sales,cs_ship_date_sk,1441548,date_dim,d_date_sk,366,288032,1,=,26770474
8a500b8350e13fe5,Inner,catalog_sales,cs_ship_date_sk,288032,date_dim,d_date_sk,366,288032,1,=,11350630
8a500b8350e13fe5,Inner,catalog_sales,cs_warehouse_sk,288032,warehouse,w_warehouse_sk,5,287352,1,=,13922280
8a500b8350e13fe5,Inner,catalog_sales,cs_ship_mode_sk,287352,ship_mode,sm_ship_mode_sk,20,286984,1,=,13896438
8a500b8350e13fe5,Inner,catalog_sales,cs_call_center_sk,286984,call_center,cc_call_center_sk,6,286801,1,=,15723393
e045c72cfee071ed,Semi,store_sales,ss_sold_date_sk,2880404,date_dim,d_date_sk,366,553861,1,=,41315359
e045c72cfee071ed,Inner,store_sales,ss_sold_date_sk,553861,date_dim,d_date_sk,366,553861,1,=,26515676
e045c72cfee071ed,Semi,catalog_sales,cs_sold_date_sk,1441548,date_dim,d_date_sk,366,287535,1,=,23424933
e045c72cfee071ed,Inner,catalog_sales,cs_sold_date_sk,287535,date_dim,d_date_sk,366,287535,1,=,14493479
e045c72cfee071ed,FullOuter,store_sales,ss_customer_sk,547500,catalog_sales,cs_bill_customer_sk,287466,834792,2,=,141458568
65cf99f6be86c7f4,Left,store_returns,sr_ticket_number,2880404,store_sales,ss_ticket_number,287514,2880404,2,=,545414451
65cf99f6be86c7f4,Semi,store_returns,sr_reason_sk,2880404,reason,r_reason_sk,1,7983,1,=,58187784
65cf99f6be86c7f4,Inner,store_returns,sr_reason_sk,7983,reason,r_reason_sk,1,7983,1,=,664861
c86892b6d2937a1c,Semi,catalog_returns,cr_returned_date_sk,144067,date_dim,d_date_sk,30,1926,1,=,2392356
c86892b6d2937a1c,Semi,customer_address,ca_address_sk,100000,customer,c_current_addr_sk,5449,10847,1,=,2720282
c86892b6d2937a1c,Semi,household_demographics,hd_demo_sk,10847,customer,c_current_hdemo_sk,1200,1705,1,=,580418
c86892b6d2937a1c,Inner,customer_address,ca_address_sk,1705,customer,c_current_addr_sk,5449,1705,1,=,414325
c86892b6d2937a1c,Inner,household_demographics,hd_demo_sk,1705,customer,c_current_hdemo_sk,1200,1705,1,=,199479
c86892b6d2937a1c,Semi,customer_demographics,cd_demo_sk,109760,customer,c_current_cdemo_sk,1705,103,1,=,8985374
c86892b6d2937a1c,Inner,customer_demographics,cd_demo_sk,103,customer,c_current_cdemo_sk,1705,103,1,=,204787
c86892b6d2937a1c,Semi,catalog_returns,cr_returning_customer_sk,1926,customer,c_customer_sk,103,1,1,=,256543
c86892b6d2937a1c,Inner,catalog_returns,cr_returning_customer_sk,1,customer,c_customer_sk,103,1,1,=,51406
c86892b6d2937a1c,Inner,catalog_returns,cr_returned_date_sk,30,date_dim,d_date_sk,1,1,1,=,48194
c86892b6d2937a1c,Inner,catalog_returns,cr_call_center_sk,1,call_center,cc_call_center_sk,6,1,1,=,46168
aecea1dd577191a6,Semi,customer_address,ca_address_sk,71763,web_returns,wr_refunded_addr_sk,9548,13145,1,=,2417221
aecea1dd577191a6,Inner,customer_demographics,cd_demo_sk,164640,web_returns,wr_refunded_cdemo_sk,13145,1094,1,=,13224382
aecea1dd577191a6,Inner,reason,r_reason_sk,1094,web_returns,wr_reason_sk,35,1085,1,=,177617
aecea1dd577191a6,Inner,customer_address,ca_address_sk,1085,web_returns,wr_refunded_addr_sk,9548,1085,1,=,570779
aecea1dd577191a6,Semi,customer_demographics,cd_demo_sk,1920800,web_returns,wr_returning_cdemo_sk,1085,1075,1,=,46516143
aecea1dd577191a6,Semi,web_sales,ws_sold_date_sk,719384,date_dim,d_date_sk,366,142182,1,=,10333467
aecea1dd577191a6,Inner,web_sales,ws_sold_date_sk,142182,date_dim,d_date_sk,366,142182,1,=,6011762
aecea1dd577191a6,Inner,web_sales,ws_web_page_sk,142182,web_page,wp_web_page_sk,60,142166,1,=,7012582
aecea1dd577191a6,Semi,web_sales,ws_order_number,1085,web_returns,wr_order_number,12209,140,1,=,1872005
aecea1dd577191a6,Inner,customer_demographics,cd_demo_sk,1075,web_returns,wr_returning_cdemo_sk,140,139,1,=,377656
aecea1dd577191a6,Inner,web_sales,ws_order_number,139,web_returns,wr_order_number,12209,229,1,=,600115
1c41ac70227eb819,Semi,catalog_returns,cr_returned_date_sk,144067,date_dim,d_date_sk,366,28837,1,=,2185683
1c41ac70227eb819,Inner,catalog_returns,cr_returned_date_sk,28837,date_dim,d_date_sk,366,28837,1,=,1224465
