table_name|chunk_id|column_id|column_name|column_data_type|distinct_value_count|encoding_type|vector_compression_type|size_in_bytes
"customer"|0|0|"c_custkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393266
"customer"|0|1|"c_name"|"string"|65535|"Dictionary"|"FixedSize2ByteAligned"|3997723
"customer"|0|2|"c_address"|"string"|65535|"Dictionary"|"FixedSize2ByteAligned"|4290865
"customer"|0|3|"c_nationkey"|"int"|25|"Dictionary"|"FixedSize1ByteAligned"|65691
"customer"|0|4|"c_phone"|"string"|65535|"Dictionary"|"FixedSize2ByteAligned"|2752558
"customer"|0|5|"c_acctbal"|"float"|63601|"Dictionary"|"FixedSize2ByteAligned"|385530
"customer"|0|6|"c_mktsegment"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65823
"customer"|0|7|"c_comment"|"string"|65531|"Dictionary"|"FixedSize2ByteAligned"|7571643
"customer"|1|0|"c_custkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393266
"customer"|1|1|"c_name"|"string"|65535|"Dictionary"|"FixedSize2ByteAligned"|3997723
"customer"|1|2|"c_address"|"string"|65535|"Dictionary"|"FixedSize2ByteAligned"|4290601
"customer"|1|3|"c_nationkey"|"int"|25|"Dictionary"|"FixedSize1ByteAligned"|65691
"customer"|1|4|"c_phone"|"string"|65535|"Dictionary"|"FixedSize2ByteAligned"|2752558
"customer"|1|5|"c_acctbal"|"float"|63515|"Dictionary"|"FixedSize2ByteAligned"|385186
"customer"|1|6|"c_mktsegment"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65823
"customer"|1|7|"c_comment"|"string"|65526|"Dictionary"|"FixedSize2ByteAligned"|7565972
"customer"|2|0|"c_custkey"|"int"|18930|"Dictionary"|"FixedSize2ByteAligned"|113636
"customer"|2|1|"c_name"|"string"|18930|"Dictionary"|"FixedSize2ByteAligned"|1154818
"customer"|2|2|"c_address"|"string"|18930|"Dictionary"|"FixedSize2ByteAligned"|1237982
"customer"|2|3|"c_nationkey"|"int"|25|"Dictionary"|"FixedSize1ByteAligned"|19086
"customer"|2|4|"c_phone"|"string"|18930|"Dictionary"|"FixedSize2ByteAligned"|795148
"customer"|2|5|"c_acctbal"|"float"|18776|"Dictionary"|"FixedSize2ByteAligned"|113020
"customer"|2|6|"c_mktsegment"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|19218
"customer"|2|7|"c_comment"|"string"|18930|"Dictionary"|"FixedSize2ByteAligned"|2187270
"lineitem"|0|0|"l_orderkey"|"int"|16348|"Dictionary"|"FixedSize2ByteAligned"|196518
"lineitem"|0|1|"l_partkey"|"int"|55905|"Dictionary"|"FixedSize2ByteAligned"|354746
"lineitem"|0|2|"l_suppkey"|"int"|9983|"Dictionary"|"FixedSize2ByteAligned"|171058
"lineitem"|0|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65619
"lineitem"|0|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65791
"lineitem"|0|5|"l_extendedprice"|"float"|63101|"Dictionary"|"FixedSize2ByteAligned"|383530
"lineitem"|0|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65635
"lineitem"|0|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65627
"lineitem"|0|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65743
"lineitem"|0|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65703
"lineitem"|0|10|"l_shipdate"|"string"|2518|"Dictionary"|"FixedSize2ByteAligned"|231878
"lineitem"|0|11|"l_commitdate"|"string"|2460|"Dictionary"|"FixedSize2ByteAligned"|229558
"lineitem"|0|12|"l_receiptdate"|"string"|2531|"Dictionary"|"FixedSize2ByteAligned"|232398
"lineitem"|0|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65818
"lineitem"|0|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65903
"lineitem"|0|15|"l_comment"|"string"|63751|"Dictionary"|"FixedSize2ByteAligned"|4328731
"lineitem"|1|0|"l_orderkey"|"int"|16287|"Dictionary"|"FixedSize2ByteAligned"|196274
"lineitem"|1|1|"l_partkey"|"int"|55730|"Dictionary"|"FixedSize2ByteAligned"|354046
"lineitem"|1|2|"l_suppkey"|"int"|9980|"Dictionary"|"FixedSize2ByteAligned"|171046
"lineitem"|1|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65619
"lineitem"|1|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65791
"lineitem"|1|5|"l_extendedprice"|"float"|62966|"Dictionary"|"FixedSize2ByteAligned"|382990
"lineitem"|1|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65635
"lineitem"|1|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65627
"lineitem"|1|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65743
"lineitem"|1|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65703
"lineitem"|1|10|"l_shipdate"|"string"|2516|"Dictionary"|"FixedSize2ByteAligned"|231798
"lineitem"|1|11|"l_commitdate"|"string"|2461|"Dictionary"|"FixedSize2ByteAligned"|229598
"lineitem"|1|12|"l_receiptdate"|"string"|2523|"Dictionary"|"FixedSize2ByteAligned"|232078
"lineitem"|1|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65818
"lineitem"|1|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65903
"lineitem"|1|15|"l_comment"|"string"|63662|"Dictionary"|"FixedSize2ByteAligned"|4320490
"lineitem"|2|0|"l_orderkey"|"int"|16428|"Dictionary"|"FixedSize2ByteAligned"|196838
"lineitem"|2|1|"l_partkey"|"int"|56000|"Dictionary"|"FixedSize2ByteAligned"|355126
"lineitem"|2|2|"l_suppkey"|"int"|9981|"Dictionary"|"FixedSize2ByteAligned"|171050
"lineitem"|2|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65619
"lineitem"|2|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65791
"lineitem"|2|5|"l_extendedprice"|"float"|63027|"Dictionary"|"FixedSize2ByteAligned"|383234
