QUERY_HASH,AGGREGATE_HASH,COLUMN_TYPE,TABLE_NAME,COLUMN_NAME,GROUP_BY_COLUMN_COUNT,AGGREGATE_COLUMN_COUNT,INPUT_ROWS,OUTPUT_ROWS,RUNTIME_NS,DESCRIPTION
bac00c0bdbf62ea,23a033bce341bc98,REFERENCE,customer,1,2,c_phone,6342,7,653965,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
bac00c0bdbf62ea,23a033bce341bc98,REFERENCE,customer,1,2,COUNT(*),6342,7,653965,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
bac00c0bdbf62ea,23a033bce341bc98,REFERENCE,customer,1,2,c_acctbal,6342,7,653965,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
2687bf4da454552b,4ef9ccb3622d6ffa,REFERENCE,customer,1,2,c_phone,6412,7,633151,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
2687bf4da454552b,4ef9ccb3622d6ffa,REFERENCE,customer,1,2,COUNT(*),6412,7,633151,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
2687bf4da454552b,4ef9ccb3622d6ffa,REFERENCE,customer,1,2,c_acctbal,6412,7,633151,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
2bd757c748d34189,b136e992b4bff0fa,REFERENCE,customer,1,2,c_phone,6481,7,639787,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
2bd757c748d34189,b136e992b4bff0fa,REFERENCE,customer,1,2,COUNT(*),6481,7,639787,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
2bd757c748d34189,b136e992b4bff0fa,REFERENCE,customer,1,2,c_acctbal,6481,7,639787,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
7ce8aa4cc8eabfd8,b545aadff2e76bff,REFERENCE,customer,1,2,c_phone,6344,7,598857,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
7ce8aa4cc8eabfd8,b545aadff2e76bff,REFERENCE,customer,1,2,COUNT(*),6344,7,598857,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
7ce8aa4cc8eabfd8,b545aadff2e76bff,REFERENCE,customer,1,2,c_acctbal,6344,7,598857,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
3bf533ddc6f54ed4,ada1a0c7e1b22bbe,REFERENCE,customer,1,2,c_phone,6421,7,640555,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
3bf533ddc6f54ed4,ada1a0c7e1b22bbe,REFERENCE,customer,1,2,COUNT(*),6421,7,640555,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
3bf533ddc6f54ed4,ada1a0c7e1b22bbe,REFERENCE,customer,1,2,c_acctbal,6421,7,640555,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
74335a369db42f54,c3ba75ecf0051714,REFERENCE,customer,1,2,c_phone,6475,7,643488,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
74335a369db42f54,c3ba75ecf0051714,REFERENCE,customer,1,2,COUNT(*),6475,7,643488,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
74335a369db42f54,c3ba75ecf0051714,REFERENCE,customer,1,2,c_acctbal,6475,7,643488,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
aeebd3c094273d3e,dd84a4f497e1674b,REFERENCE,customer,1,2,c_phone,6391,7,630288,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
aeebd3c094273d3e,dd84a4f497e1674b,REFERENCE,customer,1,2,COUNT(*),6391,7,630288,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
aeebd3c094273d3e,dd84a4f497e1674b,REFERENCE,customer,1,2,c_acctbal,6391,7,630288,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
6730c267d3eac48a,e8c7e8955ce5cb8a,REFERENCE,supplier,1,1,s_name,3888,393,1213149,"AggregateHash GroupBy ColumnIDs: 26 Aggregates: COUNT(*)"
6730c267d3eac48a,e8c7e8955ce5cb8a,REFERENCE,lineitem,1,1,COUNT(*),3888,393,1213149,"AggregateHash GroupBy ColumnIDs: 26 Aggregates: COUNT(*)"
6ec3126b032024be,25df287090c0355b,REFERENCE,supplier,1,1,s_name,3901,399,1304299,"AggregateHash GroupBy ColumnIDs: 26 Aggregates: COUNT(*)"
6ec3126b032024be,25df287090c0355b,REFERENCE,lineitem,1,1,COUNT(*),3901,399,1304299,"AggregateHash GroupBy ColumnIDs: 26 Aggregates: COUNT(*)"
7324393c05ab5301,4e030a06590cb6a1,REFERENCE,supplier,1,1,s_name,3697,376,1193314,"AggregateHash GroupBy ColumnIDs: 26 Aggregates: COUNT(*)"
7324393c05ab5301,4e030a06590cb6a1,REFERENCE,lineitem,1,1,COUNT(*),3697,376,1193314,"AggregateHash GroupBy ColumnIDs: 26 Aggregates: COUNT(*)"
37e2ba0a1c4e865f,8cf33d8f8e43b38,REFERENCE,supplier,1,1,s_name,4112,415,1324414,"AggregateHash GroupBy ColumnIDs: 26 Aggregates: COUNT(*)"
37e2ba0a1c4e865f,8cf33d8f8e43b38,REFERENCE,lineitem,1,1,COUNT(*),4112,415,1324414,"AggregateHash GroupBy ColumnIDs: 26 Aggregates: COUNT(*)"
a17cb368eadced8f,bc4af7d17d675766,REFERENCE,supplier,1,1,s_name,3777,380,1180811,"AggregateHash GroupBy ColumnIDs: 26 Aggregates: COUNT(*)"
a17cb368eadced8f,bc4af7d17d675766,REFERENCE,lineitem,1,1,COUNT(*),3777,380,1180811,"AggregateHash GroupBy ColumnIDs: 26 Aggregates: COUNT(*)"
bfb403aee0d212a,876aa9f78f126a8e,REFERENCE,supplier,1,1,s_name,4030,412,20940788,"AggregateHash GroupBy ColumnIDs: 26 Aggregates: COUNT(*)"
bfb403aee0d212a,876aa9f78f126a8e,REFERENCE,lineitem,1,1,COUNT(*),4030,412,20940788,"AggregateHash GroupBy ColumnIDs: 26 Aggregates: COUNT(*)"
98aa70b345defa5b,a7230196313c47e9,REFERENCE,lineitem,2,1,l_partkey,10112,6067,8163914,"AggregateHash GroupBy ColumnIDs: 0, 1 Aggregates: SUM(l_quantity)"
98aa70b345defa5b,a7230196313c47e9,REFERENCE,lineitem,2,1,l_suppkey,10112,6067,8163914,"AggregateHash GroupBy ColumnIDs: 0, 1 Aggregates: SUM(l_quantity)"
98aa70b345defa5b,a7230196313c47e9,REFERENCE,lineitem,2,1,l_quantity,10112,6067,8163914,"AggregateHash GroupBy ColumnIDs: 0, 1 Aggregates: SUM(l_quantity)"
98aa70b345defa5b,a7230196313c47e9,REFERENCE,lineitem,2,1,l_partkey,10112,6067,8163914,"AggregateHash GroupBy ColumnIDs: 0, 1 Aggregates: SUM(l_quantity)"
98aa70b345defa5b,a7230196313c47e9,REFERENCE,lineitem,2,1,l_suppkey,10112,6067,8163914,"AggregateHash GroupBy ColumnIDs: 0, 1 Aggregates: SUM(l_quantity)"
98aa70b345defa5b,a7230196313c47e9,REFERENCE,lineitem,2,1,l_quantity,10112,6067,8163914,"AggregateHash GroupBy ColumnIDs: 0, 1 Aggregates: SUM(l_quantity)"
445e33c234f835dc,1fd0d79d0c1ef86d,REFERENCE,lineitem,2,1,l_partkey,9987,5982,10758054,"AggregateHash GroupBy ColumnIDs: 0, 1 Aggregates: SUM(l_quantity)"
445e33c234f835dc,1fd0d79d0c1ef86d,REFERENCE,lineitem,2,1,l_suppkey,9987,5982,10758054,"AggregateHash GroupBy ColumnIDs: 0, 1 Aggregates: SUM(l_quantity)"
445e33c234f835dc,1fd0d79d0c1ef86d,REFERENCE,lineitem,2,1,l_quantity,9987,5982,10758054,"AggregateHash GroupBy ColumnIDs: 0, 1 Aggregates: SUM(l_quantity)"
445e33c234f835dc,1fd0d79d0c1ef86d,REFERENCE,lineitem,2,1,l_partkey,9987,5982,10758054,"AggregateHash GroupBy ColumnIDs: 0, 1 Aggregates: SUM(l_quantity)"
445e33c234f835dc,1fd0d79d0c1ef86d,REFERENCE,lineitem,2,1,l_suppkey,9987,5982,10758054,"AggregateHash GroupBy ColumnIDs: 0, 1 Aggregates: SUM(l_quantity)"
445e33c234f835dc,1fd0d79d0c1ef86d,REFERENCE,lineitem,2,1,l_quantity,9987,5982,10758054,"AggregateHash GroupBy ColumnIDs: 0, 1 Aggregates: SUM(l_quantity)"
ec4f5aa44b3ce5b2,af3263e8f2175833,REFERENCE,customer,2,6,c_custkey,114700,38097,230702289,"AggregateHash GroupBy ColumnIDs: 1, 5 Aggregates: SUM(l_extendedprice * (1 - l_discount)), ANY(c_name), ANY(c_address), ANY(c_phone), ANY(c_acctbal), ANY(c_comment)"
