QUERY_HASH,JOIN_MODE,LEFT_TABLE_NAME,LEFT_COLUMN_NAME,LEFT_TABLE_ROW_COUNT,RIGHT_TABLE_NAME,RIGHT_COLUMN_NAME,RIGHT_TABLE_ROW_COUNT,OUTPUT_ROWS,PREDICATE_COUNT,PRIMARY_PREDICATE,RUNTIME_NS
bac00c0bdbf62ea,AntiNullAsFalse,customer,c_custkey,190499,orders,o_custkey,15000000,63343,1,=,1012325374
2687bf4da454552b,AntiNullAsFalse,customer,c_custkey,190434,orders,o_custkey,15000000,63560,1,=,1024909900
2bd757c748d34189,AntiNullAsFalse,customer,c_custkey,190942,orders,o_custkey,15000000,63533,1,=,1238702668
7ce8aa4cc8eabfd8,AntiNullAsFalse,customer,c_custkey,190698,orders,o_custkey,15000000,63814,1,=,1202249341
3bf533ddc6f54ed4,AntiNullAsFalse,customer,c_custkey,190820,orders,o_custkey,15000000,63420,1,=,1018860002
74335a369db42f54,AntiNullAsFalse,customer,c_custkey,190532,orders,o_custkey,15000000,63438,1,=,1018770460
aeebd3c094273d3e,AntiNullAsFalse,customer,c_custkey,190524,orders,o_custkey,15000000,63428,1,=,1017124964
6730c267d3eac48a,Semi,supplier,s_nationkey,100000,nation,n_nationkey,1,4023,1,=,1395447
6730c267d3eac48a,Inner,supplier,s_nationkey,4023,nation,n_nationkey,1,4023,1,=,298800
6730c267d3eac48a,Semi,supplier,s_suppkey,59986052,lineitem,l_suppkey,4023,2410357,1,=,1879260704
6730c267d3eac48a,Inner,supplier,s_suppkey,1523080,lineitem,l_suppkey,4023,1523080,1,=,242694724
6730c267d3eac48a,Semi,lineitem,l_orderkey,59986052,lineitem,l_orderkey,1523080,7184642,1,=,2952847703
6730c267d3eac48a,AntiNullAsFalse,lineitem,l_orderkey,1523080,lineitem,l_orderkey,5049204,135610,2,=,2356412337
6730c267d3eac48a,Semi,lineitem,l_orderkey,59986052,lineitem,l_orderkey,1523080,7184642,1,=,3120243696
6730c267d3eac48a,Semi,lineitem,l_orderkey,135610,lineitem,l_orderkey,7184642,81012,2,=,1601596036
6730c267d3eac48a,Inner,orders,o_orderkey,7309184,lineitem,l_orderkey,81012,39923,1,=,281358111
6ec3126b032024be,Semi,supplier,s_nationkey,100000,nation,n_nationkey,1,3987,1,=,1487924
6ec3126b032024be,Inner,supplier,s_nationkey,3987,nation,n_nationkey,1,3987,1,=,305855
6ec3126b032024be,Semi,supplier,s_suppkey,59986052,lineitem,l_suppkey,3987,2392654,1,=,1720852391
6ec3126b032024be,Inner,supplier,s_suppkey,1512539,lineitem,l_suppkey,3987,1512539,1,=,246311686
6ec3126b032024be,Semi,lineitem,l_orderkey,59986052,lineitem,l_orderkey,1512539,7140760,1,=,3034285247
6ec3126b032024be,AntiNullAsFalse,lineitem,l_orderkey,1512539,lineitem,l_orderkey,5019803,133810,2,=,2383528826
6ec3126b032024be,Semi,lineitem,l_orderkey,59986052,lineitem,l_orderkey,1512539,7140760,1,=,3114552945
6ec3126b032024be,Semi,lineitem,l_orderkey,133810,lineitem,l_orderkey,7140760,80068,2,=,1596791417
6ec3126b032024be,Inner,orders,o_orderkey,7309184,lineitem,l_orderkey,80068,39267,1,=,284652803
7324393c05ab5301,Semi,supplier,s_nationkey,100000,nation,n_nationkey,1,4044,1,=,1375751
7324393c05ab5301,Inner,supplier,s_nationkey,4044,nation,n_nationkey,1,4044,1,=,292724
7324393c05ab5301,Semi,supplier,s_suppkey,59986052,lineitem,l_suppkey,4044,2426400,1,=,1888459247
7324393c05ab5301,Inner,supplier,s_suppkey,1535091,lineitem,l_suppkey,4044,1535091,1,=,255182233
7324393c05ab5301,Semi,lineitem,l_orderkey,59986052,lineitem,l_orderkey,1535091,7241099,1,=,3094887109
7324393c05ab5301,AntiNullAsFalse,lineitem,l_orderkey,1535091,lineitem,l_orderkey,5088801,135543,2,=,2467898912
7324393c05ab5301,Semi,lineitem,l_orderkey,59986052,lineitem,l_orderkey,1535091,7241099,1,=,3083604369
7324393c05ab5301,Semi,lineitem,l_orderkey,135543,lineitem,l_orderkey,7241099,80894,2,=,1592292235
