QUERY_HASH,AGGREGATE_HASH,COLUMN_TYPE,TABLE_NAME,COLUMN_NAME,GROUP_BY_COLUMN_COUNT,AGGREGATE_COLUMN_COUNT,INPUT_ROWS,OUTPUT_ROWS,RUNTIME_NS,DESCRIPTION
bac00c0bdbf62ea,cf693534ebeaf126,REFERENCE,customer,1,2,c_phone,63343,7,3039895,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
bac00c0bdbf62ea,cf693534ebeaf126,REFERENCE,customer,1,2,COUNT(*),63343,7,3039895,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
bac00c0bdbf62ea,cf693534ebeaf126,REFERENCE,customer,1,2,c_acctbal,63343,7,3039895,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
2687bf4da454552b,eb4acf5a4e453628,REFERENCE,customer,1,2,c_phone,63560,7,3175885,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
2687bf4da454552b,eb4acf5a4e453628,REFERENCE,customer,1,2,COUNT(*),63560,7,3175885,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
2687bf4da454552b,eb4acf5a4e453628,REFERENCE,customer,1,2,c_acctbal,63560,7,3175885,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
2bd757c748d34189,1aaaf57db8271ef7,REFERENCE,customer,1,2,c_phone,63533,7,2790546,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
2bd757c748d34189,1aaaf57db8271ef7,REFERENCE,customer,1,2,COUNT(*),63533,7,2790546,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
2bd757c748d34189,1aaaf57db8271ef7,REFERENCE,customer,1,2,c_acctbal,63533,7,2790546,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
7ce8aa4cc8eabfd8,e4173a82f72037f2,REFERENCE,customer,1,2,c_phone,63814,7,3367822,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
7ce8aa4cc8eabfd8,e4173a82f72037f2,REFERENCE,customer,1,2,COUNT(*),63814,7,3367822,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
7ce8aa4cc8eabfd8,e4173a82f72037f2,REFERENCE,customer,1,2,c_acctbal,63814,7,3367822,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
3bf533ddc6f54ed4,91de6106b432b6ee,REFERENCE,customer,1,2,c_phone,63420,7,3277651,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
3bf533ddc6f54ed4,91de6106b432b6ee,REFERENCE,customer,1,2,COUNT(*),63420,7,3277651,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
3bf533ddc6f54ed4,91de6106b432b6ee,REFERENCE,customer,1,2,c_acctbal,63420,7,3277651,"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
