table_name|column_name|data_type|nullable|distinct_values
"call_center"|"cc_call_center_sk"|"int"|0|24
"call_center"|"cc_call_center_id"|"string"|0|12
"call_center"|"cc_rec_start_date"|"string"|1|4
"call_center"|"cc_rec_end_date"|"string"|1|3
"call_center"|"cc_closed_date_sk"|"int"|1|1
"call_center"|"cc_open_date_sk"|"int"|1|12
"call_center"|"cc_name"|"string"|1|12
"call_center"|"cc_class"|"string"|1|3
"call_center"|"cc_employees"|"int"|1|19
"call_center"|"cc_sq_ft"|"int"|1|18
"call_center"|"cc_hours"|"string"|1|3
"call_center"|"cc_manager"|"string"|1|16
"call_center"|"cc_mkt_id"|"int"|1|5
"call_center"|"cc_mkt_class"|"string"|1|20
"call_center"|"cc_mkt_desc"|"string"|1|17
"call_center"|"cc_market_manager"|"string"|1|19
"call_center"|"cc_division"|"int"|1|6
"call_center"|"cc_division_name"|"string"|1|6
"call_center"|"cc_company"|"int"|1|6
"call_center"|"cc_company_name"|"string"|1|6
"call_center"|"cc_street_number"|"string"|1|12
"call_center"|"cc_street_name"|"string"|1|12
"call_center"|"cc_street_type"|"string"|1|9
"call_center"|"cc_suite_number"|"string"|1|12
"call_center"|"cc_city"|"string"|1|6
"call_center"|"cc_county"|"string"|1|3
"call_center"|"cc_state"|"string"|1|3
"call_center"|"cc_zip"|"string"|1|8
"call_center"|"cc_country"|"string"|1|1
"call_center"|"cc_gmt_offset"|"float"|1|2
"call_center"|"cc_tax_percentage"|"float"|1|10
"catalog_page"|"cp_catalog_page_sk"|"int"|0|12000
"catalog_page"|"cp_catalog_page_id"|"string"|0|12000
"catalog_page"|"cp_start_date_sk"|"int"|1|91
"catalog_page"|"cp_end_date_sk"|"int"|1|97
"catalog_page"|"cp_department"|"string"|1|1
"catalog_page"|"cp_catalog_number"|"int"|1|109
"catalog_page"|"cp_catalog_page_number"|"int"|1|111
"catalog_page"|"cp_description"|"string"|1|11884
"catalog_page"|"cp_type"|"string"|1|3
"catalog_returns"|"cr_returned_date_sk"|"int"|1|2092
"catalog_returns"|"cr_returned_time_sk"|"int"|1|86274
"catalog_returns"|"cr_item_sk"|"int"|0|101946
"catalog_returns"|"cr_refunded_customer_sk"|"int"|1|422473
"catalog_returns"|"cr_refunded_cdemo_sk"|"int"|1|738124
