QUERY_HASH,JOIN_MODE,LEFT_TABLE_NAME,LEFT_COLUMN_NAME,LEFT_TABLE_ROW_COUNT,RIGHT_TABLE_NAME,RIGHT_COLUMN_NAME,RIGHT_TABLE_ROW_COUNT,OUTPUT_ROWS,PREDICATE_COUNT,PRIMARY_PREDICATE,RUNTIME_NS
8a500b8350e13fe5,Semi,catalog_sales,cs_ship_date_sk,14401261,date_dim,d_date_sk,366,2864977,1,=,281519382
8a500b8350e13fe5,Inner,catalog_sales,cs_ship_date_sk,2864977,date_dim,d_date_sk,366,2864977,1,=,175897194
8a500b8350e13fe5,Inner,catalog_sales,cs_ship_mode_sk,2864977,ship_mode,sm_ship_mode_sk,20,2857711,1,=,179204460
8a500b8350e13fe5,Inner,catalog_sales,cs_call_center_sk,2857711,call_center,cc_call_center_sk,24,2854204,1,=,205267396
8a500b8350e13fe5,Inner,catalog_sales,cs_warehouse_sk,2854204,warehouse,w_warehouse_sk,10,2852388,1,=,245348301
e045c72cfee071ed,Semi,store_sales,ss_sold_date_sk,28800991,date_dim,d_date_sk,366,5519143,1,=,460097887
e045c72cfee071ed,Inner,store_sales,ss_sold_date_sk,5519143,date_dim,d_date_sk,366,5519143,1,=,344793404
e045c72cfee071ed,Semi,catalog_sales,cs_sold_date_sk,14401261,date_dim,d_date_sk,366,2867400,1,=,238904684
e045c72cfee071ed,Inner,catalog_sales,cs_sold_date_sk,2867400,date_dim,d_date_sk,366,2867400,1,=,149581836
e045c72cfee071ed,FullOuter,store_sales,ss_customer_sk,5436215,catalog_sales,cs_bill_customer_sk,2866870,8302478,2,=,2270421753
65cf99f6be86c7f4,Left,store_returns,sr_ticket_number,28800991,store_sales,ss_ticket_number,2875432,28800991,2,=,8615617098
65cf99f6be86c7f4,Semi,store_returns,sr_reason_sk,28800991,reason,r_reason_sk,1,61472,1,=,580607274
65cf99f6be86c7f4,Inner,store_returns,sr_reason_sk,61472,reason,r_reason_sk,1,61472,1,=,7132577
c86892b6d2937a1c,Semi,catalog_returns,cr_returned_date_sk,1439749,date_dim,d_date_sk,30,19528,1,=,24896233
c86892b6d2937a1c,Semi,customer_address,ca_address_sk,500000,customer,c_current_addr_sk,27348,55052,1,=,16743210
c86892b6d2937a1c,Semi,household_demographics,hd_demo_sk,55052,customer,c_current_hdemo_sk,1200,8767,1,=,2446627
c86892b6d2937a1c,Inner,customer_address,ca_address_sk,8767,customer,c_current_addr_sk,27348,8767,1,=,2489791
c86892b6d2937a1c,Inner,household_demographics,hd_demo_sk,8767,customer,c_current_hdemo_sk,1200,8767,1,=,632104
c86892b6d2937a1c,Semi,customer_demographics,cd_demo_sk,109760,customer,c_current_cdemo_sk,8767,509,1,=,12595142
c86892b6d2937a1c,Inner,customer_demographics,cd_demo_sk,509,customer,c_current_cdemo_sk,8767,510,1,=,641603
c86892b6d2937a1c,Semi,catalog_returns,cr_returning_customer_sk,19528,customer,c_customer_sk,510,20,1,=,1754944
c86892b6d2937a1c,Inner,catalog_returns,cr_returning_customer_sk,20,customer,c_customer_sk,510,20,1,=,91498
c86892b6d2937a1c,Inner,catalog_returns,cr_returned_date_sk,20,date_dim,d_date_sk,30,20,1,=,62373
c86892b6d2937a1c,Inner,catalog_returns,cr_call_center_sk,20,call_center,cc_call_center_sk,24,19,1,=,54898
aecea1dd577191a6,Semi,web_sales,ws_sold_date_sk,7197566,date_dim,d_date_sk,366,1446590,1,=,139392811
aecea1dd577191a6,Inner,web_sales,ws_sold_date_sk,1446590,date_dim,d_date_sk,366,1446590,1,=,86029970
aecea1dd577191a6,Semi,web_sales,ws_order_number,719217,web_returns,wr_order_number,1446590,144593,1,=,148186249
aecea1dd577191a6,Inner,web_sales,ws_web_page_sk,1446590,web_page,wp_web_page_sk,200,1446412,1,=,93331294
aecea1dd577191a6,Inner,web_sales,ws_order_number,144593,web_returns,wr_order_number,1446412,1813322,1,=,219735522
aecea1dd577191a6,Inner,reason,r_reason_sk,144549,web_returns,wr_reason_sk,45,138022,1,=,8653887
aecea1dd577191a6,Semi,customer_demographics,cd_demo_sk,1920800,web_returns,wr_returning_cdemo_sk,138022,129842,1,=,112600266
aecea1dd577191a6,Inner,customer_demographics,cd_demo_sk,129842,web_returns,wr_returning_cdemo_sk,138022,134832,1,=,52506532
aecea1dd577191a6,Semi,customer_address,ca_address_sk,250000,web_returns,wr_refunded_addr_sk,134832,102926,1,=,37069926
aecea1dd577191a6,Inner,customer_address,ca_address_sk,99766,web_returns,wr_refunded_addr_sk,134832,129166,1,=,27438687
